pubchem_id,common_name,flavor_profile,foodb_matched,foodb_food_id,macronutrients_json,moisture_content
16255,Isopentyl octanoate,coconut@pineapple@oily@sweet@fruity@soapy@green,True,83.0,{},
61384,2-Phenylethyl hexanoate,pineapple@sweaty@waxy@banana@floral@woody@sweet@honey@green,True,95.0,{},
7800,Ethyl dodecanoate,waxy@floral@sweet@clean@leaf@soapy,True,954.0,{},
8007,Butylamine,ammonia@fishy,True,85.0,{},
62465,4-Ethyl-2-methoxyphenol,spice@smoky@clove@bacon@spicy@phenolic,True,59.0,{},
7658,Phenethyl butyrate,yeast@strawberry@floral@musty@sweet,True,113.0,{},
31283,Ethyl tetradecanoate,ether@waxy@sweet@soapy@orris@violet,True,406.0,{},
5281168,trans-2-Hexenal,leafy@apple@cheesy@vegetable@fat@banana@rancid@fatty@sweet@plum@fruity@aldehydic@almond@green,True,457.0,{},
8193,1-Dodecanol,coconut@wax@fat@waxy@fatty@earthy@honey@soapy,True,406.0,{},
7775,Isobutyl hexanoate,peach@pineapple@sweet@fruity@tropical@green,True,40.0,{},
679,dimethyl sulfoxide,fatty@mushroom@cheesy@garlic@bitter@oily,True,129.0,{},
21057,1-Hepten-3-Ol,acrylate@tomato@oily@metallic@spicy@green,True,208.0,{},
9609,Diethyl sulfide,ethereal@sulfurous,True,673.0,{},
31291,Tetradecanal,citrus peel@incense@amber@wax@waxy@fatty@musk@flower@dry,True,406.0,{},
229888,2-Phenylethyl octanoate,waxy@cocoa@sweet@fruity@green,True,949.0,{},
146586,Prenylthiol,sulfurous@leek@onion@amine@smoke,True,58.0,{},
8051,2-Heptanone,coconut@soap@herbal@sweet@woody@fruity@spicy@cinnamon,True,175.0,{},
88290,19872-52-7,box tree@sulfurous@blackcurrant@cat-urine@meaty,True,256.0,{},
5280343,quercetin,bitter,True,66.0,{},
16872,Hexyl isobutyrate,apple@berry@wine@grape@ripe@sweet@fruity@pear@green,True,23.0,{},
7772,Isoamyl propionate,tomato@ripe@sweet@fruity@tropical@fruit@pineapple@bitter@banana,True,113.0,{},
9017,Citronellyl acetate,lemon@citrus@rose@floral@fruit@woody@fruity@tropical@dust@green,True,245.0,{},
342,m-cresol,medical@leather@woody@fecal@phenolic@medicinal@plastic,True,59.0,{},
520108,2-Acetylthiazole,sulfur@roast@chocolate@hazelnut@nut@nutty@popcorn@roasted peanuts,True,244.0,{},
61171,S-Ethyl ethanethioate,garlic@onion@sulfury@coffee@fruity@meaty,True,360.0,{},
85519,3-(Methylthio)propyl acetate,fatty@ester,True,12.0,{},
5463238,2-Hepten-4-One,ethereal,True,21.0,{},
58,2-oxobutanoic acid,brown@caramel@lactonic@sweet@creamy,True,939.0,{},
8174,1-Decanol,orange@rose@fat@waxy@fatty@floral@sweet@clean@watery,True,74.0,{},
12367,2-Nonanol,citrus@orange@waxy@cucumber@creamy@fruity@cheese@green,True,21.0,{},
964,3-Hydroxypyruvic acid,sour@cabbage@radish,True,983.0,{},
1549018,cis-Jasmone,jasmine@jasmin@herbal@floral@woody@celery@spicy,True,113.0,{},
10925,Isoamyl mercaptan,glue@onion,True,268.0,{},
7342,Ethyl Isobutyrate,rubber@alcoholic@ethereal@strawberry@sweet@fusel@fruity@rummy,True,643.0,{},
569214,1-Phenylethyl isobutyrate,jasmin@tropical@fruity@mango@green,True,83.0,{},
519786,Isopentyl isobutyrate,pineapple@apricot@waxy@banana@fruity@green,True,643.0,{},
7222,Benzothiazole,rubber@vegetable@gasoline@sulfury@meat@rubbery@coffee@nutty@cooked,True,437.0,{},
513197,Isoxanthohumol,bitter,True,268.0,{},
14505,2-Acetylfuran,caramel@tobacco@balsamic@potato@coffee@sweet@cocoa@peanut@balsam@almond@beef,True,175.0,{},
7302,gamma-Butyrolactone,caramel@oily@fatty@sweet@creamy,True,175.0,{},
7646,Benzyl isobutyrate,jasmine@jasmin@rose@oily@sweet@fruity@tropical,True,112.0,{},
5054,resorcinol,musty@creamy@hawthorn@nutty@phenolic,True,88.0,{},
31253,Myrcene,peppery@spice@balsamic@must@balsam@terpene@spicy@plastic,True,346.0,{},
8918,Nonyl Acetate,waxy@gardenia@soapy@tropical@fruit@green@clean@sweet@bitter@fruity,True,54.0,{},
61048,Isobutyl benzoate,powdery@musty@sweet@fruity@balsam,True,41.0,{},
61664,13679-85-1,sulfur@cabbage@berry@must@onion@fruity@others,True,38.0,{},
14514,2-Acetyl-5-Methylfuran,coconut@coumarin@milky@musty@hay@strong@nutty,True,175.0,{},
31225,2-Phenylethyl propionate,red rose@floral@fruity@balsam@honey@styrax,True,586.0,{},
61743,9-Decenoic acid,waxy@fatty@fruity@soapy@green,True,967.0,{},
7749,Ethyl Propionate,pineapple@grape@fruit@sweet@rum@fruity@juicy,True,121.0,{},
15406,Fenchol,dry@lemon@borneol@sweet@pine@camphor@woody@bitter,True,40.0,{},
240925,"2,6-Dimethoxy-4-methylphenol",caramel@spice@woody@root@phenolic@eugenol@medicinal@smoke,True,268.0,{},
5319754,2-Methyl-2-Pentenal,,True,673.0,{},
31242,4-Ethylphenol,smoke@castoreum@spice@alcohol@guaiacol@phenol@medicinal@phenolic,True,162.0,{},
6086514,Geranyl isobutyrate,peach@apricot@rose@floral@sweet@fruity@green,True,245.0,{},
638122,2-Pentenoic Acid,,True,208.0,{},
442428,naringin,bitter,True,55.0,{},
10823,3-Ethylpyridine,caramel@citrus@tobacco@wine_like@smoky@vegetable@leather@oakmoss@fatty@floral@musty@woody@earthy@fruity@peanut@herbaceous@nutty@meaty@spicy@green,True,38.0,{},
14228,Hexyl octanoate,oil@apple@berry@waxy@ester@fruity@herb@green,True,83.0,{},
62835,28664-35-9,maple@caramel@cotton candy@tobacco@spice@burnt@smoky@fennel@coffee@sugar@extremely sweet@celery@strong@seedy,True,38.0,{},
522676,Isoamyl nonanoate,oily@floral@fruity@apricot,True,83.0,{},
65285,S-Methyl 2-methylbutanethioate,,True,967.0,{},
7147,1-Phenyl-1-propanol,floral@sweet@balsam,False,,,
31284,Methyl tetradecanoate,fatty@orris@waxy@petal,True,36.0,{},
6354,Oxirane,,False,,,
20653,2-Methylhexanoic Acid,lard@oily@fatty@fruity@cheese,True,175.0,{},
5364399,Ethyl 2-octenoate,oil@must@waxy@fruit@pungent@fruity@tropical@green,True,256.0,{},
8073,Propyl Formate,rum@sweet@green@berry@ethereal@bitter@fruity,True,12.0,{},
263,1-butanol,oil@vanilla@fruit@fusel@sweet@balsam@medicine@medicinal,True,21.0,{},
61814,"2,4-Dimethylbenzaldehyde",spice@vanilla@naphthyl@cherry@almond,True,374.0,{},
1136,4-Methyl-5-Thiazoleethanol,sulfur@cooked beef juice@fatty,True,16.0,{},
326,4-isopropylbenzaldehyde,spicy@acid@herbal@sharp@oily@cumin@green,True,244.0,{},
11508,3-Methyl-1-Pentanol,wine@fusel@cocoa@fruity@cognac@green,True,175.0,{},
11902,Methyl 2-furoate,tobacco@fungal@sweet@fruity@mushroom,True,175.0,{},
637758,Ethyl Cinnamate,,True,179.0,{},
5364231,cis-3-Hexenyl lactate,leafy@waxy@sweet@melon@tropical@leaf@fruity@violet@green,True,374.0,{},
31265,Ethyl caproate,pineapple@apple peel@waxy@banana@fruit@sweet@fruity@green,True,954.0,{},
7501,Styrene,balsamic@gasoline@floral@sweet@balsam@plastic,True,427.0,{},
10885,Isobutyl butyrate,apple@berry@pineapple@sweet@rum@fruity,True,643.0,{},
7165,Ethyl Benzoate,dry@celery@wintergreen@grape@cherry@fruity@sweet@plum@anise@musty@camomile@balsam@strawberry@fruit@minty@berry@cranberry@raspberry@bitter@banana@flower,True,954.0,{},
7761,Diethyl Malonate,apple@sweet@fruity@green,True,157.0,{},
9895,beta-Cyclocitral,mint@saffron@tobacco@herbal@damascone@sweet@tropical@clean@fruity@rose oxide@minty,True,42.0,{},
8748,Beta-Terpineol,must@earthy@pungent@woody,True,288.0,{},
638014,Beta-Ionone,violet@orange@powdery@jam@seaweed@floral@woody@orris@raspberry@flower@dry,True,564.0,{},
83036,13002-09-0,alcoholic@fermented@ethereal@fruity@green,True,649.0,{},
5281167,(Z)-Hex-3-en-1-ol,leafy@grass@foliage@vegetable@herbal@fresh@cut grass@oily@green,True,457.0,{},
5364778,Ethyl hex-2-enoate,vegetable@sweet@rum@fruity@juicy@green,True,83.0,{},
177,acetaldehyde,ethereal@ether@whiskey@pungent@fruity@aldehydic,True,673.0,{},
110664,Cycloionone,,False,,,
170833,Isopulegol,cooling@minty@woody@medicinal,True,40.0,{},
11527,3-Octanol,citrus@nut@moss@herbal@earthy@woody@melon@minty@mushroom@spicy,True,167.0,{},
12041,Ethyl Pyruvate,,True,883.0,{},
7957,"2,6-Dimethyl-4-heptanol",fermented@mild@ethereal@fresh@yeasty,True,949.0,{},
61275,Nerol oxide,oil@diphenyl oxide@cortex@herbal@narcissus@celery@weedy@flower@green,True,206.0,{},
24020,Ethyl 2-methylbutyrate,apple@sharp@sweet@plum@fruity@green,True,112.0,{},
24516,Isobutyl heptanoate,herbal@fruity@green,False,,,
5324489,cis-2-Hexen-1-ol,,True,149.0,{},
7409,1-Phenylethanol,acetophenone@gardenia@fresh@sweet@hyacinth,True,954.0,{},
7590,Ethyl Phenylacetate,grapefruit@balsam@rose@anise@chocolate@honey@melon@fruit@sweet@floral@raspberry@bitter@cocoa,True,38.0,{},
61665,13679-86-2,spice@herbal@rosemary@minty@phenolic@green,True,61.0,{},
12729,Ethyl 10-Undecenoate,waxy@musty@creamy@clean@fruity@soapy@cognac,False,,,
61293,Ethyl 3-hydroxyhexanoate,citrus@pineapple@smoky@grape@fresh@fruity,True,256.0,{},
8048,Ethyl Decanoate,apple@brandy@waxy@grape@oily@sweet@fruity@pear,True,954.0,{},
8122,Ethyl Stearate,waxy@mild,True,673.0,{},
11520,3-Heptanol,herbal@powerful@bitter@herb,True,244.0,{},
12178,3-Hexanol,alcoholic@alcohol@ether@medicinal,True,42.0,{},
5364941,trans-2-Nonen-1-ol,violet@melon@waxy@green,True,21.0,{},
8139,Methyl Dodecanoate,coconut@fat@waxy@creamy@soapy@mushroom,True,673.0,{},
12293,Propyl Hexanoate,pineapple@fruit@sweet@fruity@tropical@juicy@green,True,23.0,{},
8738,Butyl Lactate,fermented@waxy@creamy@fruity@mushroom,True,949.0,{},
10362,Carvomenthone,minty@spearmint@herbal,True,112.0,{},
1550470,Ethyl Sorbate,,True,23.0,{},
17739,2-Methoxy-4-Propylphenol,powdery@allspice@clove@pepper@sharp@fishy@phenol@sweet@anise@balsam@soapy@spicy@phenolic,True,883.0,{},
8500,4'-Methylacetophenone,hawthorne@acetophenone@coumarin@sweet@bitter almond@hawthorn@cherry@mimosa,True,175.0,{},
7043,"1,2-Dimethoxybenzene",vanilla@musty@creamy@sweet@phenolic,True,21.0,{},
7765,Acetal,cream@nut@tart@ether@vegetable@earthy@fruit@sweet@honey@green,True,153.0,{},
246728,3-Octanone,butter@herbal@resin@fresh@mushroom@sweet@lavender@herb,True,562.0,{},
10795,"1,1-Dimethoxyethane",alcohol@ether@sharp@new mown hay@sweet@green,True,38.0,{},
7720,2-Ethylhexan-1-ol,citrus@rose@fresh@floral@oily@sweet@green,True,151.0,{},
14529,2-(4-methylphenyl)propan-2-ol,citrus@coumarin@must@floral@sweet@fruity@cherry@camphor,True,288.0,{},
1549778,Geranylacetone,magnolia@rose@fresh@floral@aldehydic@fruity@leaf@green,True,178.0,{},
98497,Campholenic aldehyde,leafy@amber@herbal@woody@green,True,86.0,{},
4133,methyl salicylate,mint@wintergreen@peppermint,True,457.0,{},
102667,Pinocarveol,herbal@woody@balsam@pine@camphor,True,40.0,{},
5318599,trans-2-Octen-1-Ol,citrus@soap@green@plastic,True,175.0,{},
520326,3-Methylbutyl 2-methylbutanoate,citrus@apple@sweet@blueberry@fruity@cherry,True,112.0,{},
15448,2-Undecanol,waxy@cotton@fresh@sarsaparilla@clean cloth,True,9.0,{},
11468,1-Terpineol,must@woody@musty@dry,True,206.0,{},
12529,Pentyl formate,ethereal@powerful@earthy@unripe banana@fruity@green,True,643.0,{},
24197,Diethyl Malate,,True,949.0,{},
62900,Whiskey lactone,coconut@burnt@coumarin@toasted@celery@nutty@tonka,True,949.0,{},
61586,4-(Ethoxymethyl)-2-methoxyphenol,alcoholic@chocolate@vanilla@smoky@sweet@rum@creamy@nutmeg@spicy,True,195.0,{},
8167,Decyl Acetate,oil@citrus@orange@pineapple@rose@waxy@fresh@clean@laundered cloths@soapy,True,74.0,{},
6321405,Isoborneol,must@herbal@woody@balsam@camphor,True,68.0,{},
10582,Myrtenol,mint@medical@woody@sweet@balsam@pine,True,113.0,{},
7559,Methyl Phenylacetate,spice@waxy@floral@sweet@honey@almond,True,40.0,{},
5282108,Alpha-Ionone,floral@sweet@woody@tropical@fruity@wood@orris@raspberry@violet,True,372.0,{},
15654,4-Methyl-5-Vinylthiazole,vegetable@musty@cocoa@root@nutty,True,8.0,{},
325,4-isopropylbenzyl alcohol,spicy@herb@herbal@leather@caraway@strong@wood@cumin,True,86.0,{},
62374,1125-21-9,tobacco@musty@woody@sweet@leaf@tea,True,95.0,{},
12508,Isopropyl Propionate,banana@sweet@ether@pineapple@bitter@fruity,True,398.0,{},
5463485,"2,4-Decadienoic acid methyl ester",,True,152.0,{},
31272,Butyl acetate,solvent@ethereal@banana@fruity@pear,True,954.0,{},
5362592,"Propyl 2,4-decadienoate",fatty@pear@melon@green,True,152.0,{},
5463904,Ethyl trans-2-decenoate,apple@waxy@fruity@pear@green,True,152.0,{},
5281162,3025-30-7,apple@waxy@creamy@sweet@fruity@tropical@pear@green,True,69.0,{},
11124,Methyl Propionate,harsh@apple@strawberry@fresh@rum@fruity,True,643.0,{},
637520,Methyl cinnamate,balsam@sweet@cherry@strawberry,True,586.0,{},
8184,1-Undecanol,citrus@clean clothes@rose@waxy@fresh@mandarin@floral@soapy,True,61.0,{},
16237,Ethyl 3-phenylpropionate,rose@rum@fruity@honey@hyacinth@flower,True,128.0,{},
8042,Isopropyl Myristate,oily@fatty@faint@cinnamon,True,61.0,{},
8365,Ethyl salicylate,mint@floral@wintergreen@sweet@balsam@minty@spicy,True,157.0,{},
7802,3-Heptanone,fatty@powerful@fruity@green,True,170.0,{},
12257,Isopropyl Formate,ethereal@cocoa@tropical@solvent,True,883.0,{},
5366038,"2-Butenoic acid, hexyl ester",,True,85.0,{},
5363817,alpha-Ionol,ionone@floral@sweet@woody@tropical@violet,True,374.0,{},
1119,sulfur dioxide,bitter,True,256.0,{},
77932,Diisopropyl disulfide,cabbage@sulfurous@onion@alliaceous@meaty,True,150.0,{},
6654,Alpha-Pinene,harsh@turpentine@minty@fresh@earthy@sweet@woody@terpene@pine@camphor,True,346.0,{},
8294,Linalyl Acetate,citrus@fruit@sweet@woody@bergamot@lavender@green,True,184.0,{},
14896,Beta-Pinene,resinous@resin@turpentine@green@hay@woody@pine@dry,True,168.0,{},
22873,Hexyl Hexanoate,peach@vegetable@herbal@apple peel@fresh@cut grass@fruity,True,38.0,{},
12810,Delta-Decalactone,peach@butter@coconut@apricot@fresh@oily@creamy@plum@sweet@fruity@dairy,True,83.0,{},
62572,Ethyl 3-hydroxybutyrate,marshmallow@apple skin@grape@tropical@fruity@green,True,38.0,{},
11335,"2,6-Dimethylphenol",rooty@coffee@sweet@medicinal@phenolic,True,95.0,{},
12230,Ethyl methyl sulfide,sulfur@garlic@vegetable@sulfury@fatty@earthy@woody@nutty@wine_like@meaty@spicy@citrus@sulfurous@coffee@herbaceous@green@cabbage@pyridine@tomato@fishy@floral@fruity,True,334.0,{},
1549521,3-(2-Furyl)acrolein,,True,58.0,{},
7938,"2,6-Dimethylpyrazine",roast beef@roasted nuts@coffee@cocoa@roasted nut,True,175.0,{},
8858,Mesityl Oxide,acrylic@vegetable@chemical@earthy@sweet@pungent,True,175.0,{},
61400,"3,4-Dimethoxystyrene",cortex@floral@fruity@weedy@green,True,58.0,{},
7770,Propyl butyrate,solvent@pineapple@apricot@sweaty@rancid@sweet@fruity,True,23.0,{},
429065,Ethyl Crotonate,,True,83.0,{},
12580,4-Propylphenol,medicinal@phenolic,True,646.0,{},
60983,"2,3-Heptanedione",oily@butter@cheese,True,85.0,{},
7462,Alpha-Terpinene,lemon@citrus@terpene@medicinal@herbal@woody@bitter@camphoraceous,True,168.0,{},
16666,l-Menthol,cooling@tobacco@mentholic@peppermint@camphoraceous@minty,True,86.0,{},
7803,Propyl Propionate,sweet@pungent@chemical@pineapple@sharp@bitter@fruity,True,121.0,{},
10895,Isobutyl propionate,banana@tutti frutti@sweet@fruity@green@bitter@ether,True,883.0,{},
2879,P-Cresol,smoke@animal@narcissus@phenol@mimosa@medicine@medicinal@phenolic,True,162.0,{},
7341,2-Methylpentanoic acid,sour@cheese,True,175.0,{},
335,o-cresol,phenol@musty@medicinal@phenolic,True,59.0,{},
6874,Isoamyl salicylate,wintergreen@tobacco@metallic@floral@soapy@herbal@woody@bitter@orchid,True,38.0,{},
735940,623-15-4,,True,58.0,{},
61450,Ethyl 3-(2-furyl)propionate,pineapple@sweet@fruity@balsam,True,646.0,{},
31226,3-Phenylpropyl acetate,spicy@sweet@balsam@storax@cinnamon@bitter,True,586.0,{},
62092,p-Tolyl isovalerate,tobacco@herbal@animal@sweet,True,38.0,{},
12266,"2,5-Dimethylfuran",roast@ethereal@bacon@chemical@gravy@beef@meaty,True,334.0,{},
18686,Ethyl cyclohexanecarboxylate,winey@fruit@fruity@cheese,True,646.0,{},
10882,Ethyl pentanoate,yeast@apple@pineapple@fruit@sweet@fruity@tropical@green,True,954.0,{},
7755,3-Methylvaleric acid,cheesy@sweaty@acidic@sharp@animal@fruity@green,True,175.0,{},
229377,Propyl heptanoate,apple@pineapple@wine@grape@ripe@strawberry@sweet@fruity@pear@green,True,105.0,{},
12777,delta-Octanolactone,peach@coconut@fatty@sweet@tropical@dairy@tonka,True,38.0,{},
7095,Biphenyl,geranium@rose@pungent@green,True,174.0,{},
60979,Ethyl 4-methoxybenzoate,aniseed@anise@fruity@balsam@tarragon,True,23.0,{},
6549,Linalool,lemon@citrus@orange@floral@sweet@woody@blueberry@bois de rose@lavender@flower@green,True,457.0,{},
31234,3-Phenylpropan-1-ol,mignonette@cinnamyl@fruit@sweet@anise@balsam@hyacinth@spicy@cinnamon,True,38.0,{},
62445,2-Methylbutyl isovalerate,apple@herbal@green@earthy@fruity@soapy@cheese,True,113.0,{},
61137,Butyl pentanoate,apple@pineapple@sweet@fruity@tropical@raspberry@green,True,195.0,{},
7351,Isobutyl isobutyrate,tropical@pineapple@grape skin,True,121.0,{},
7728,5-Ethyl-2-methylpyridine,raw@roasted@potato@earthy@strong@nutty,True,113.0,{},
61015,Butyl laurate,oil@waxy@oily@fruity@peanut@soapy,True,41.0,{},
7047,Quinoline,rubber@tobacco@medical@musty@earthy,True,38.0,{},
7059,6-Methylquinoline,tobacco@castoreum@leather@fecal@civet@tonka,True,38.0,{},
6943,2-Isopropylphenol,phenolic@medicinal@creosote,False,,,
61185,Amyl octanoate,orris@sweet@wine,True,83.0,{},
7267,"2,5-Dimethylphenol",bacon@sweet@naphthyl@phenolic@smoke,True,59.0,{},
5365069,53398-85-9,apple@fresh@sweet@fruity@pear@herb@green,True,112.0,{},
8375,2'-Hydroxyacetophenone,tobacco@hawthorne@herbal@sweet@honey@hawthorn@phenolic,True,38.0,{},
16220110,cis-3-Hexenyl crotonate,vegetable@green,True,128.0,{},
6985,"2',4'-Dimethylacetophenone",floral@woody@sweet@minty@mimosa,True,586.0,{},
102550,Lavender lactone,minty@fruity,True,38.0,{},
602,Dl-Alanine,odorless,True,907.0,{},
5280804,Isoquercitrin,odorless,True,627.0,{},
8635,Methyl Anthranilate,neroli@flower@lemon@honey@strawberry@orange flower@grapefruit@medicinal@grape@bitter@fruity@lime,True,55.0,{},
6544,Isophorone,cooling@tobacco@cedarwood@leather@musty@woody@sweet@fruity@camphoraceous@camphor@green,True,33.0,{},
6440397,caftaric acid,odorless,True,645.0,{},
18467,2-Methoxypyrazine,nutty@sweet@cocoa,True,374.0,{},
12206,Methyl Valerate,apple@pineapple@sweet@fruity@nutty@green,True,175.0,{},
68077,Tangeretin,bitter,True,34.0,{},
5275520,Geranic Acid,lemon@moldy@feet@acidic@dry@woody@weedy@green,True,113.0,{},
6428929,3-hydroxy-4-phenylbutan-2-one,creamy@fruity@sweet,True,643.0,{},
11732,3-Methyl-2-Butanol,fruity,True,643.0,{},
5281654,Isorhamnetin,bitter,True,372.0,{},
5366264,Hotrienol,mouldy,True,374.0,{},
7456,Methyl 4-hydroxybenzoate,odorless,True,63.0,{},
61455,Hexyl isovalerate,apple skin@strawberry@sweet@fruity@unripe fruit@green,True,42.0,{},
5791138,4-[(Z)-prop-1-enyl]phenol,,False,,,
20861,4-Ethylbenzaldehyde,sweet@almond@bitter,True,38.0,{},
61346,1-Octen-3-One,herbal@earthy@metal@musty@mushroom@dirty,True,175.0,{},
875,DL-Tartaric acid,caramellic@very mild,True,457.0,{},
595928,"4-Methyl-2-phenyl-1,3-dioxolane",naphthalic@bitter@narcissus@sweet@woody,True,647.0,{},
5273467,Isopentyl cinnamate,amber@floral@musty@cocoa@orchid,True,586.0,{},
226486,"4-Allyl-2,6-dimethoxyphenol",burnt@roasted@bacon@smoky@sweet@flower@ham@meaty,True,118.0,{},
2733294,trans-2-Hexenyl acetate,banana peel@apple skin@privet@fresh@waxy@sweet@green,True,38.0,{},
521246,3-oxobutan-2-yl acetate,buttery@sweet@pungent@creamy,True,334.0,{},
6993580,87-91-2,,True,949.0,{},
25611,2-Methyl-3-Heptanone,leafy@fruity@green,True,334.0,{},
5372813,Alpha-Methylcinnamaldehyde,,True,113.0,{},
4,1-Aminopropan-2-ol,fishy,True,649.0,{},
32594,2-Isobutyl-3-Methoxypyrazine,spice@pepper@green pepper@bell@earth@galbanum@pea@green,True,175.0,{},
8438,Piperonal,coconut@heliotrope@powdery@sweet@vanilla@flower@violet@bitter,True,101.0,{},
11614,Butyl Formate,brandy@plum@fruity@rum,True,83.0,{},
7476,4'-Methoxyacetophenone,butter@anisic@powdery@sweet@balsamic@hawthorn@caramel@acacia@bitter@vanilla,True,113.0,{},
520098,24168-70-5,pepper@musty@bell@earth@galbanum@carrot@pea@green,True,21.0,{},
17898,2-Methoxy-3-Methylpyrazine,,True,649.0,{},
61184,Isopropyl butyrate,pineapple@ether@ripe@fruit@sweet@pungent@fruity@estery,True,398.0,{},
61325,4077-47-8,caramel@moldy@potato@grape@sweet@fruity@maple@mildew@mossy@mushroom,True,83.0,{},
61641,Methyl 3-(methylthio)propionate,sulfurous@garlic@onion@vegetable@tomato@sweet,True,12.0,{},
6989,Thymol,herbal@thyme@camphor@medicinal@phenolic,True,372.0,{},
7002,1-Methylnaphthalene,naphthyl@medicinal@chemical@camphor,True,427.0,{},
249494,"3,7-Dimethyloctane-1,7-diol",mild@peony@floral@lily@clean@green,True,374.0,{},
5363229,3-Octen-2-One,crushed bug@nut@herbal@earthy@hay@sweet@blueberry@mushroom@spicy,True,175.0,{},
17000,"2,2,6-Trimethylcyclohexanone",pungent@honey@cistus@labdanum@thujone,True,954.0,{},
243,benzoic acid,balsam@urine@faint,True,179.0,{},
24838,Hexyl 2-methylbutanoate,apple@waxy@strawberry@fruity@tropical@spicy@green,True,95.0,{},
229387,Decyl butyrate,slightly rose@sweet@fruity@waxy,True,83.0,{},
33166,2-Isopropyl-3-Methoxypyrazine,earthy@beany@pea@earth,True,175.0,{},
12180,Methyl butyrate,apple@pineapple@ether@banana@fruit@sweet@fruity,True,643.0,{},
5282707,trans-2-Hexenoic acid,,True,38.0,{},
27866,Rose oxide,red rose@fresh@geranium@spicy@green,True,113.0,{},
106441,2-isopropyl-6-methoxypyrazine,,True,175.0,{},
61953,Theaspirane,tobacco@wet@metallic@herbal@woody@leaf@tea@spicy@green,True,162.0,{},
5282109,Geranyl formate,neroli@tea@green@rose@fresh@bitter,True,245.0,{},
7826,Methyl Heptanoate,berry@waxy@floral@fruit@sweet@orris@green,True,95.0,{},
261,butyraldehyde,bready@chocolate@creamy@pear@vegetable@fatty@earthy@woody@pungent@nutty@wine_like@meaty@spicy@citrus@herbaceous@green@apple@floral@musty@cocoa@fruity@malty,True,245.0,{},
522514,Linaloyl oxide,,True,256.0,{},
11514,Isobutyl Isovalerate,apple@banana@sweet@fruity@raspberry@green,True,95.0,{},
70,4-Methyl-2-oxovaleric acid,fruity,True,21.0,{},
5363526,Ocimene quintoxide,,True,128.0,{},
8499,Methyl 4-Methoxybenzoate,herbal@sweet@anise@melon@balsam,True,38.0,{},
1549025,Neryl acetate,citrus@lime@dewy@rose@floral@fruit@pear@blossom@soapy@grapefruit,True,437.0,{},
6506,Triethyl Citrate,odorless@mild@bitter@fruity@wine,True,881.0,{},
7249,"3,4-Dimethylphenol",flat@dry,True,645.0,{},
7520,Thioanisole,solvent@toluene@woody@spicy,True,58.0,{},
7363,Furfuryl mercaptan,roast@chocolate@burnt@sulfurous@roasted@smoky@sulfury@fishy@oily@fatty@coffee,True,170.0,{},
61260,2-Propionylpyrrole,roast@popcorn,True,16.0,{},
6430892,"1-Butanol, 3-mercapto-2-methyl-",,True,58.0,{},
62539,"3,4-Hexanedione",caramel@toasted@buttery@nutty@almond,True,31.0,{},
61988,2-Acetyl-1-ethylpyrrole,nutty,True,940.0,{},
18554,2-Ethylfuran,earthy@sweet@burnt@malty,True,457.0,{},
31246,4-Heptanone,pineapple@strawberry@sweet@fruity@peanut@cognac@cheese,True,175.0,{},
61661,2-(Methoxymethyl)furan,coffee@roasted,True,58.0,{},
104620,"4,5-Dimethyl-2-propyloxazole",burnt@roasted,True,58.0,{},
30215,"2,4,5-Trimethyloxazole",wasabi@roasted@mustard@shellfish@vegetable@nut skin@nutty,True,175.0,{},
62069,"2-Ethyl-4,5-dimethyloxazole",vegetable@earthy@creamy@green,True,175.0,{},
6428802,"6,7-Dihydro-2,3-Dimethyl-5H-Cyclopentapyrazine",,True,381.0,{},
61199,698-10-2,caramel@spice@sweet@fruity@maple,True,58.0,{},
3017596,"2,5-Dimethyl-4-ethoxy-3(2H)-furanone",caramellic@brandy@fruity,True,58.0,{},
3321360,"3-Methylcyclohexane-1,2-dione",,True,58.0,{},
77837,"2,5-Dimethylthiazole",nutty@roasted,True,38.0,{},
6429333,2-Phenyl-2-Butenal,cortex@radish@narcissus@sweet@beany@honey@cocoa@nutty,True,21.0,{},
17016,"2,3,6-Trimethylphenol",,True,58.0,{},
36225,"2,5-Diethyl-3-Methylpyrazine",hazelnut@toasted@meaty,True,175.0,{},
61527,"3-Acetyl-2,5-dimethylfuran",leather@earthy@musty@sweet@cocoa@nutty@corn,True,58.0,{},
65427,5-Ethyl-2-hydroxy-3-methylcyclopent-2-en-1-one,,True,58.0,{},
61658,Furfuryl isovalerate,berry@grape@ripe@plum@fruity,True,58.0,{},
7148,Propiophenone,lilac@hawthorn,True,38.0,{},
14511,3-Methyl-2-Cyclohexen-1-One,cherry@caramel@nut@phenolic,True,984.0,{},
7360,Tetrahydrofurfuryl Alcohol,caramel@warm@cauliflower@vegetable@oily@faint,True,106.0,{},
102611,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,herbal@floral@earthy@wood@flower@green,True,586.0,{},
121694,"2,5-Dimethyl-4-ethyloxazole",burnt@roasted,True,175.0,{},
61261,2-(Methylthio)phenol,sulfurous@garlic@onion@egg@meaty,True,58.0,{},
7708,Benzyl formate,pineapple@apricot@floral@fruity@cranberry@almond@black tea@spicy,True,38.0,{},
61240,2-Acetyl-1-methylpyrrole,earthy,True,21.0,{},
521300,1-Hydroxybutan-2-one,butterscotch@malt@musty@coffee@sweet@grain,True,883.0,{},
